CODIGO,NOMBRE,NOMBRE PROVEEDOR,OBSERVACIONES,MEDIDA,CODIGO DE BARRAS,COD REFERENCIA
68113567,RESTAURADOR WELLGUN EXTERNO DE ARMAS 150ML,"COMERCIAL EL CALDEN, SL",,,"5,90E+12",WG-005
00ME29303,REVOLVER DETONADOR BRUNI NEW 380 c.380mm,"SKYWAY TECHNOLOGY, SA",,,00ME29303,ME29303
676087085,REVOLVER GAMO PR 725,"GAMO OUTDOOR, SL",,,"7,94E+11",6111399
676068657,"REVOLVER GAMO PR-776 4,5","GAMO OUTDOOR, SL",,,"7,94E+11",6111396
15899,RIFLE ANCHUTZ 1782 GERMAN STOCK 300,"BCN OUTDOOR, SL",,,15899,
3604005,RIFLE ASTRA VG4 BRUTALES 300 AAC CAL 12 10 TIROS,"BORCHERS, SA",,,3604005,3604005
RIF043909,RIFLE BENELLI ARGO AMAZONIA BAT 300 51,"BERETTA BENELLI IBERICA, SA",,,RIF043909,BENRIF043909
RIF043908,RIFLE BENELLI ARGO E AMAZONIA BAT 30-06 51,"BERETTA BENELLI IBERICA, SA",,,RIF043908,BENRIF043908
RIF043911,RIFLE BENELLI ARGO E BASE 30-06,"BERETTA BENELLI IBERICA, SA",,,BENRIF043911,BENRIF043911
RIF043912,RIFLE BENELLI ARGO E BASE 300,"BERETTA BENELLI IBERICA, SA",,,BENRIF043912,BENRIF043912
BENRIF044,RIFLE BENELLI ARGO ENDURANCE PRO 30-06 51,"BERETTA BENELLI IBERICA, SA",,,BENRIF044019,BENRIF044019
RIF044531,RIFLE BENELLI LUPO 300 WOOD,"BERETTA BENELLI IBERICA, SA",,,BENRIF044531,BENRIF044531
305440FI,RIFLE BENELLI LUPO 308 56,"BERETTA BENELLI IBERICA, SA",,,BENRIF044503,BENRIF044503
RIF044564,RIFLE BENELLI LUPO GRANITE MOSS 270 WIN,"BERETTA BENELLI IBERICA, SA",,,RIF044564,
RIF050107,RIFLE BERETTA BRX1 30-06 51,"BERETTA BENELLI IBERICA, SA",,,701050FIR,BERRIF050107
RIF050119,RIFLE BERETTA BRX1 30-06 51 SYNT ALZA+ PUNTO,"BERETTA BENELLI IBERICA, SA",,,BERRIF050119,BERRIF050119
RIF050100,RIFLE BERETTA BRX1 30-06 57,"BERETTA BENELLI IBERICA, SA",,,RIF050100,
BERRIF050,RIFLE BERETTA BRX1 300 WIN 62 CM WESTERN,"BERETTA BENELLI IBERICA, SA",,,BERRIF050140,BERRIF050140
RIF050117,RIFLE BERETTA BRX1 308 51 SYNT GREEN HB,"BERETTA BENELLI IBERICA, SA",,,BERRIF050117,BERRIF050117
RIF050201,RIFLE BERETTA BRX1 SINTHETIC CON MIRAS 300 57,"BERETTA BENELLI IBERICA, SA",,,BERRIF050201,BERRIF050201
RIF050135,RIFLE BERETTA BRX1 STRATA 300,"BERETTA BENELLI IBERICA, SA",,,RIF050135,
RIF050102,RIFLE BERETTA BRX1 SYNT 300 62,"BERETTA BENELLI IBERICA, SA",,,RIF050102,
RIF050101,RIFLE BERETTA BRX1 SYNT 308 57,"BERETTA BENELLI IBERICA, SA",,,RIF050101,BERRIF050101
RIF050105,RIFLE BERETTA BRX1 SYNTHETIC 300 57,"BERETTA BENELLI IBERICA, SA",,,BERRIF050105,BERRIF050105
BE164-270,RIFLE BERGARA B14 CREST 270,"DIKAR, S. COOP",,,BE164-270,BE164-270
BX212A-30,RIFLE BERGARA B14 EXTREME HUNTER 308,"DIKAR, S. COOP",,,BX212A-30,BX212A-308
BE24565,RIFLE BERGARA B14 HMR GRAPHITE BLACK AICS 6.5CRE,"DIKAR, S. COOP",,,BE24565,
BX132A308,RIFLE BERGARA B14 SIERRA 308 51,"DIKAR, S. COOP",,,BX132A308,BX132A-308
BE1104-30,RIFLE BERGARA B14 SIERRA BLACK 308,"DIKAR, S. COOP",,,BE1104-30,BE1104-308
E1105270,RIFLE BERGARA B14 SIERRA BLACK-BLACK GREEN 270 WIN,"DIKAR, S. COOP",,,BE1105-270,BE1105-270
E1102308,RIFLE BERGARA B14 SIERRA BLACK-BLACK GREEN 308,"DIKAR, S. COOP",,,BE1102-308,BE1102-308
BE1105S7R,RIFLE BERGARA B14 SIERRA STAINLESS BLACK 7mm,"DIKAR, S. COOP",,,BE1105S7R,BE1105S-7RM
BE1102S30,RIFLE BERGARA B14 SIERRA STAINLESS-BLACK 308,"DIKAR, S. COOP",,,BE1102S30,BE1102S-308
BE125-300,RIFLE BERGARA B14 SPORTER 300,"DIKAR, S. COOP",,,BE125-300,BE125-300
BE194F300,RIFLE BERGARA B14 SQUARE CIMA 300 PRC,"DIKAR, S. COOP",,,BE194F-300PRC,BE194F-300PRC
BE19365CR,RIFLE BERGARA B14 SQUARE CIMA 6.5 CREED,"DIKAR, S. COOP",,,BE19365CR,BE193-65
BE193F65P,RIFLE BERGARA B14 SQUARE CIMA 6.5 PRC,"DIKAR, S. COOP",,,BE193F65P,BE193F-65PRC
BE194F7PR,RIFLE BERGARA B14 SQUARE CIMA 7 PRC,"DIKAR, S. COOP",,,BE194F7PR,BE194F-7PRC
BE194C7RM,RIFLE BERGARA B14 SQUARE CIMA 7mm,"DIKAR, S. COOP",,,BE194C7RM,BE194C-7RM
BE165C-65,RIFLE BERGARA B14 SQUARE CREST CARBON 6.5 PRC 61,"DIKAR, S. COOP",,,BE165C-65,BE165C-65PRC
BE173-243,RIFLE BERGARA B14 STOKE 243,"DIKAR, S. COOP",,,BE173-243,BE173-243
BE173-65P,RIFLE BERGARA B14 STOKE 6.5 PRC,"DIKAR, S. COOP",,,BE173-65P,
BE1732225,RIFLE BERGARA B14 STOKE COMPACT 22-250,"DIKAR, S. COOP",,,BE173-22250,BE173-22250
BE173-308,RIFLE BERGARA B14 STOKE COMPACT 308 51,"DIKAR, S. COOP",,,BE173-308,BE173-308
BE185-300,RIFLE BERGARA B14 THUMBHOLE 300,"DIKAR, S. COOP",,,BE185-300,BE185-300
BE185-338,RIFLE BERGARA B14 THUMBHOLE 338 61,"DIKAR, S. COOP",,,BE185-338,BE185-338
BE185-270,RIFLE BERGARA B14 THUMBHOLE BLACK 270,"DIKAR, S. COOP",,,BE185-270,BE185-270
BE1853006,RIFLE BERGARA B14 THUMBHOLE BLACK 30-06,"DIKAR, S. COOP",,,BE185-30-06,BE185-30-06
0BE184-65,RIFLE BERGARA B14 THUMBOLE 6.5 CREED 56,"DIKAR, S. COOP",,,0BE184-65,BE184-65
BE184308,RIFLE BERGARA B14 THUMBOLE BLACK 308,"DIKAR, S. COOP",,,BE184308,BE184-308
BE1143006,RIFLE BERGARA B14 TIMBER 30-06 56,"DIKAR, S. COOP",,,BE214-3006,BE214-3006
E1143006Z,RIFLE BERGARA B14 TIMBER 30-06 56,"DIKAR, S. COOP",,,BE214-3006Z,BE214-3006Z
BE115-300,RIFLE BERGARA B14 TIMBER 300 61,"DIKAR, S. COOP",,,BE215-300,BE215-300
0BE114308,RIFLE BERGARA B14 TIMBER 308,"DIKAR, S. COOP",,,BE214-308,BE214-308
BE114308Z,RIFLE BERGARA B14 TIMBER 308 56 ZURDO,"DIKAR, S. COOP",,,BE214-308Z,BE214-308Z
BW163308,RIFLE BERGARA B14 WILD SIERRA 308,"DIKAR, S. COOP",,,BW163308,
BW155-300,RIFLE BERGARA B14 WILD THUMBHOLE 300,"DIKAR, S. COOP",,,BW155-300,BW155-300
BW163-65P,"RIFLE BERGARA B14 WILD-SIERRA 6,5 PRC ZURDO","DIKAR, S. COOP",,,BW163-65PRCZ,BW163-65PRCZ
BW155-7RM,RIFLE BERGARA B14 WILDERNESS THUMBHOLE 7MM 61,"DIKAR, S. COOP",,,BW155-7RM,BW155-7RM
BA113A243,RIFLE BERGARA BA13 TD STANDARD 243,"DIKAR, S. COOP",,,BA113A-243,BA113A-243
BA113A308,RIFLE BERGARA BA13 TD STANDARD 308,"DIKAR, S. COOP",,,BA113A-308,BA113A-308
BA11365ST,RIFLE BERGARA BA13 TD STRATA 6.5 CREED,"DIKAR, S. COOP",,,BA11365ST,BA11365ST
BA112300B,RIFLE BERGARA BA13 TD SYNT 300 BLK,"DIKAR, S. COOP",,,BA112-300B,BA112-300B
BA123-308,RIFLE BERGARA BA13 TD THUMBHOLE 308,"DIKAR, S. COOP",,,BA123-308,BA123-308
BA121300B,RIFLE BERGARA BA13 THUM 300 BLK,"DIKAR, S. COOP",,,BA121-300B,BA121-300B
P163FC270,RIFLE BERGARA BA14 CIMA PRO 270W,"IBERGRIPS CASTILLA, SL",,,P163FC270,
BR16317HM,RIFLE BERGARA BMR CARBON 17 HMR,"DIKAR, S. COOP",,,BR163-17HMR,BR163-17HMR
BX212-308,RIFLE BERGARA EXTREME HUNTER 308,"DIKAR, S. COOP",,,BX212-308,BX212-308
BX212A650,RIFLE BERGARA EXTREME HUNTER 6.5 CREED,"DIKAR, S. COOP",,,BX212A650,BX212A650
BX1323006,RIFLE BERGARA EXTREME SIERRA 30-06 46,"DIKAR, S. COOP",,,BX132-3006,BX132-3006
P163FC308,RIFLE BERGARA PREMIER CIMA PRO 308,"DIKAR, S. COOP",,,BP163FC-308,BP163FC-308
BP143C308,RIFLE BERGARA PREMIER ELEVATE 308,"DIKAR, S. COOP",,,BP143C308,BP143C308
BPRA176S6,RIFLE BERGARA PREMIER SHOOTING 6.5 CREED 66,"DIKAR, S. COOP",,,BPRA176S65,BPRA176S-65
BP163FC65,RIFLE BERGARA PREMIERE CIMA PRO 6.5CRED,"DIKAR, S. COOP",,,BP163FC65,
BR15317HM,RIFLE BERGARA RIMFIRE BMR STEEL 17 HMR 51,"DIKAR, S. COOP",,,BR153-17HMR,BR153-17HMR
BW133-308,RIFLE BERGARA WILDERNESS HMR 308 51,"DIKAR, S. COOP",,,BW133-308,BW133-308
BW165-7RM,RIFLE BERGARA WILDERNESS SIERRA 7MM 61,"DIKAR, S. COOP",,,BW165-7RM,BW165-7RM
BW163-308,RIFLE BERGARA WILDERNESS SIERRA CARBON 270,"DIKAR, S. COOP",,,BW164C-270,BW164C-270
BW163C308,RIFLE BERGARA WILDERNESS SIERRA CARBON 308,"DIKAR, S. COOP",,,BW163C-308,BW163C-308
BW153-308,RIFLE BERGARA WILDERNESS THUMBHOLE 308,"DIKAR, S. COOP",,,BW153-308,BW153-308
003R08010,RIFLE BLASER K95 270,"BLASER OUTDOOR GROUP, SL",,,003R08010,003R08010
003R09778,RIFLE BLASER K95 270,"BLASER OUTDOOR GROUP, SL",,,3R09778,3R09778
80112381,RIFLE BLASER K95 ULTIMATE 270,"BLASER OUTDOOR GROUP, SL",,,80112381,
80500890,RIFLE BLASER K95 ULTIMATE 6.5PRC,"BLASER OUTDOOR GROUP, SL",,,80500890,
003R09819,RIFLE BLASER K95 ULTIMATE RAS 270 60,"BLASER OUTDOOR GROUP, SL",,,3R09819,3R09819
80112381,RIFLE BLASER K95 ULTIMATE REGU RASS 270,"BLASER OUTDOOR GROUP, SL",,,80112381,80112381
0RR138183,RIFLE BLASER R8 300 VINTAGE,"BLASER OUTDOOR GROUP, SL",,,RR138183,RR138183
80120257,RIFLE BLASER R8 BLACK 300,"BLASER OUTDOOR GROUP, SL",,,80120257,
80500030,RIFLE BLASER R8 GRAND LUXE 300WIN,"BLASER OUTDOOR GROUP, SL",,,80500030,
0RR139940,RIFLE BLASER R8 LUXUS NEW 300,"BLASER OUTDOOR GROUP, SL",,,RR139940,0RR139940
0RR139943,RIFLE BLASER R8 LUXUS NEW 300,"BLASER OUTDOOR GROUP, SL",,,RR139943,RR139943
80114869,RIFLE BLASER R8 LUXUS VENADO CORZO 30-06,"BLASER OUTDOOR GROUP, SL",,,80114869,80114869
0RR139174,RIFLE BLASER R8 MONTERIA 8.5x55 BLASER,"BLASER OUTDOOR GROUP, SL",,,0RR139174,0RR139174
80120206,RIFLE BLASER R8 POFESSIONAL 2.0 30-06,"BLASER OUTDOOR GROUP, SL",,,80120206,
80120475,RIFLE BLASER R8 PROFESIONAL 2.0 270 WSM,"BLASER OUTDOOR GROUP, SL",,,80120475,80120475
0RR098894,RIFLE BLASER R8 PROFESIONAL 300,"BLASER OUTDOOR GROUP, SL",,,RR098894,RR098894
80106802,RIFLE BLASER R8 PROFESIONAL 300,"BLASER OUTDOOR GROUP, SL",,,RR098889,RR098889
0RR137565,RIFLE BLASER R8 PROFESIONAL 8.5x55 BLASER,"BLASER OUTDOOR GROUP, SL",,,RR137565,RR137565
80120320,RIFLE BLASER R8 PROFESSIONAL 2.0 30-06,"BLASER OUTDOOR GROUP, SL",,,80120320,
80120321,RIFLE BLASER R8 PROFESSIONAL 2.0 300 65,"BLASER OUTDOOR GROUP, SL",,,80120321,80120321
80120866,RIFLE BLASER R8 PROFESSIONAL 2.0 7MM,"BLASER OUTDOOR GROUP, SL",,,80120866,
80120072,RIFLE BLASER R8 PROFESSIONAL 270 WSM 65,"BLASER OUTDOOR GROUP, SL",,,80120072,80120072
0RR139470,RIFLE BLASER R8 PROFESSIONAL 300 65,"BLASER OUTDOOR GROUP, SL",,,RR139470,
80500040,RIFLE BLASER R8 PROFESSIONAL 7mm 65,"BLASER OUTDOOR GROUP, SL",,,80500040,80500040
80107351,RIFLE BLASER R8 ULTIMATE 270 58,"BLASER OUTDOOR GROUP, SL",,,80107351,80107351
0RR140007,RIFLE BLASER R8 ULTIMATE 270 WSM,"BLASER OUTDOOR GROUP, SL",,,0RR140007,0RR140007
0RR140463,RIFLE BLASER R8 ULTIMATE 270 WSM 65,"BLASER OUTDOOR GROUP, SL",,,RR140463,
0RR127526,RIFLE BLASER R8 ULTIMATE 300,"BLASER OUTDOOR GROUP, SL",,,RR127526,RR127526
0RR138255,RIFLE BLASER R8 ULTIMATE 300 65,"BLASER OUTDOOR GROUP, SL",,,RR138255,
0RR138199,RIFLE BLASER R8 ULTIMATE 300 RASS CARRILLERA ACANA,"BLASER OUTDOOR GROUP, SL",,,RR138199,80107351
80500938,RIFLE BLASER R8 ULTIMATE 6.5 PRC 65,"BLASER OUTDOOR GROUP, SL",,,80500938,80500938
0RR135393,RIFLE BLASER R8 ULTIMATE CAL 270 WIN ACANALADO,"BLASER OUTDOOR GROUP, SL",,,RR135393,RR135393
80111889,RIFLE BLASER R8 ULTIMATE HUNTEC 308,"BLASER OUTDOOR GROUP, SL",,,80111889,
7920,RIFLE BROWHING MARAL 4X HUNTER THR NS 300 WM,"AGUIRRE Y CIA, SA",,,7920,7920
7925,RIFLE BROWNING A BOLT-3 TRK THR 30-06,"AGUIRRE Y CIA, SA",,,7925,7925
6014,RIFLE BROWNING A-BOLT 3 COMPO 30-06,"AGUIRRE Y CIA, SA",,,6014,
6012,RIFLE BROWNING A-BOLT 3 COMPOSITE BATTUE 30-06,"AGUIRRE Y CIA, SA",,,6012,6012
8639,RIFLE BROWNING A-BOLT3+ COMPO OD GREEN 308,"AGUIRRE Y CIA, SA",,,8639,8639
8701,RIFLE BROWNING ABOLT-3 COM OD GREEN 300,"AGUIRRE Y CIA, SA",,,8701,8701
8702,RIFLE BROWNING ABOLT-3+ COM OD GREEN 30-06,"AGUIRRE Y CIA, SA",,,8702,8702
8694,RIFLE BROWNING BAR 4X AUTUMN THR 30-06,"AGUIRRE Y CIA, SA",,,8694,8694
8695,RIFLE BROWNING BAR 4X AUTUMN THR S 300,"AGUIRRE Y CIA, SA",,,18695,18695
7899,RIFLE BROWNING BAR 4X ELITE THR 30-06,"AGUIRRE Y CIA, SA",,,7899,7899
7900,RIFLE BROWNING BAR 4X ELITE THR 300,"AGUIRRE Y CIA, SA",,,7900,7900
8713,RIFLE BROWNING BAR 4X HUNTER LH 300,"AGUIRRE Y CIA, SA",,,8713,
8718,RIFLE BROWNING BAR 4X HUNTER THR 7MM,"AGUIRRE Y CIA, SA",,,8718,
10495,RIFLE BROWNING BAR 4X KEILER THR 300W,"AGUIRRE Y CIA, SA",,,10495,
7907,RIFLE BROWNING BAR 4X PLATINUM THR 30-06,"AGUIRRE Y CIA, SA",,,7907,
7905,RIFLE BROWNING BAR 4X PLATINUM THR 300,"AGUIRRE Y CIA, SA",,,7905,7905
8977,RIFLE BROWNING BAR 4X TRACK THR 30-06,"AGUIRRE Y CIA, SA",,,8977,8977
7902,RIFLE BROWNING BAR 4X ULTIMATE 300,"AGUIRRE Y CIA, SA",,,7902,7902
7903,RIFLE BROWNING BAR 4X ULTIMATE THR 30-06,"AGUIRRE Y CIA, SA",,,7903,7903
7928,RIFLE BROWNING BAR MK3 TRK PRO 9.3x62,"AGUIRRE Y CIA, SA",,,7928,7928
10209,RIFLE BROWNING BAR MK4 COMPO ONE 30-06,"AGUIRRE Y CIA, SA",,,10209,10209
10156,RIFLE BROWNING BAR MK4 COMPO ONE 300,"AGUIRRE Y CIA, SA",,,10156,10156
10157,RIFLE BROWNING BAR MK4 TRK ONE THR 30-06,"AGUIRRE Y CIA, SA",,,10157,
10154,RIFLE BROWNING BAR MK4 WOOD ONE 30-06,"AGUIRRE Y CIA, SA",,,10154,10154
6019,RIFLE BROWNING BAR MK4 WOOD ONE 30-06,"AGUIRRE Y CIA, SA",,,6019,
10270,RIFLE BROWNING BAR MK4 WOOD ONE 300,"AGUIRRE Y CIA, SA",,,10270,10270
9127,RIFLE BROWNING MARAL 4X HUNTER LH 30-06,"AGUIRRE Y CIA, SA",,,9127,9127
8978,RIFLE BROWNING MARAL 4X HUNTER TH S 7mm,"AGUIRRE Y CIA, SA",,,8978,8978
9405,RIFLE BROWNING MARAL 4X NORDIC THR 308,"AGUIRRE Y CIA, SA",,,9405,9405
7915,RIFLE BROWNING MARAL 4X ULTIM THR 300,"AGUIRRE Y CIA, SA",,,7915,7915
4931,RIFLE BROWNING MK3 BLACK BROWN HC 30-06,"AGUIRRE Y CIA, SA",,,4931,4931
4933,RIFLE BROWNING MK3 BLACK BROWN HC 9.3x62,"AGUIRRE Y CIA, SA",,,4933,4933
31903129,RIFLE BROWNING MK3 COMPO HC BLACK BROWN 300,"AGUIRRE Y CIA, SA",,,4932,4932
6022,RIFLE BROWNING MK3 COMPO ONE BROWN 30-06,"AGUIRRE Y CIA, SA",,,6022,6022
4934,RIFLE BROWNING MK3 COMPOSITE ZURDO 30-06,"AGUIRRE Y CIA, SA",,,4934,4934
5075,RIFLE BROWNING MK3 TRACKER THR 300,"AGUIRRE Y CIA, SA",,,5075,5075
7918,RIFLE BROWNING MK3 WOOD ONE 30-06,"AGUIRRE Y CIA, SA",,,7918,7918
31941129,RIFLE BROWNING MK3 WOOD ONE 300,"AGUIRRE Y CIA, SA",,,7919,7919
10117,RIFLE BROWNING X-BOLT 2 DIST VAR AJ 270W,"AGUIRRE Y CIA, SA",,,10117,
101170,RIFLE BROWNING X-BOLT 2 NORDIC BLACK 270,"AGUIRRE Y CIA, SA",,,10117,10117
10115,RIFLE BROWNING X-BOLT2 DIST VAR AJ 30-06,"AGUIRRE Y CIA, SA",,,10115,
10118,RIFLE BROWNING X-BOLT2 DIST VAR AJ TH 300 WM,"AGUIRRE Y CIA, SA",,,10118,10118
10107,RIFLE BROWNING X-BOLT2 NORDIC 30-06,"AGUIRRE Y CIA, SA",,,10107,10107
9598,RIFLE BROWNING X-BOLT2 NORDIC MO 308,"AGUIRRE Y CIA, SA",,,9598,
10119,RIFLE BROWNING X-BOLT2 TH 308,"AGUIRRE Y CIA, SA",,,10119,10119
500145,RIFLE CHIAPPA LITTLE BADGER 17 HMR,PROVEDORES VARIOS,,,500145,
CCB115300,RIFLE CVA CASCADE 300 61,"DIKAR, S. COOP",,,CCB115-300,CCB115-300
CCB114306,RIFLE CVA CASCADE GRAP BLACK 3006,"DIKAR, S. COOP",,,CCB114306,CCB1143006
CCB114308,RIFLE CVA CASCADE GRAP BLACK 308,"DIKAR, S. COOP",,,CCB114308,CCB114-308
CCG125-70,RIFLE CVA CASCADE LRX 270 56,"DIKAR, S. COOP",,,CCG125-70,CCG125-70
CCG124-30,RIFLE CVA CASCADE LRX 308,"DIKAR, S. COOP",,,CCG124-308,CCG124-308
CCG124-65,RIFLE CVA CASCADE LRX 6.5 CREED 56,"DIKAR, S. COOP",,,CCG124-65,CCG124-65
CCH1257RM,RIFLE CVA CASCADE LRXH CAMO 7 MM 61,"DIKAR, S. COOP",,,CCH125-7RM,CCH125-7RM
CCB114243,RIFLE CVA CASCADE NEGRO 243,"DIKAR, S. COOP",,,CCB114-243,CCB114-243
CCO114-65,RIFLE CVA CASCADE ODG 6.5 CREED 56,"DIKAR, S. COOP",,,CCO114-65,CCO114-65
C01143006,RIFLE CVA CASCADE ODG VERDE 30-06 56,"DIKAR, S. COOP",,,C01143006,
CCO115300,RIFLE CVA CASCADE ODG VERDE 300 61,"DIKAR, S. COOP",,,CCO115300,CCO115-300
CCO114308,RIFLE CVA CASCADE ODG VERDE 308 56,"DIKAR, S. COOP",,,CCO114-308,CCO114-308
CT1123006,RIFLE CVA CASCADE SR80 30-06,"DIKAR, S. COOP",,,CT1123006,
CCT112308,RIFLE CVA CASCADE SR80 308,"DIKAR, S. COOP",,,CCT112308,
CC0114243,RIFLE CVA CASCADE VERDE 243,"DIKAR, S. COOP",,,CC0114243,
CCV114300,RIFLE CVA CASCADE WIDELAND 30-06,"DIKAR, S. COOP",,,CCV114-3006,CCV114-3006
CCV114-65,RIFLE CVA CASCADE WIDELAND 6.5 CREED 56,"DIKAR, S. COOP",,,CCV114-65,CCV114-65
CVV114308,RIFLE CVA CASCADE WIDLEAND 308,"DIKAR, S. COOP",,,CCV114-308,CCV114-308
CSS111S30,RIFLE CVA SCOUT TD STAINLESS BLACK 308,"DIKAR, S. COOP",,,CSS111S30,CSS111S-308
CSS121308,RIFLE CVA SCOUT TD THUMBHOLE BLUED-BLACK 308 42 CM,"DIKAR, S. COOP",,,CSS121308,CSS121-308
CSS123308,RIFLE CVA SCOUT TD THUMBHOLE BLUED-BLACK 308 51CM,"DIKAR, S. COOP",,,CSS123-308,CSS123-308
CSX112S3,RIFLE CVA SCOUT TD XP SS BLACK-BLACK 308,"DIKAR, S. COOP",,,CSX112-308,CSX112S-308
SX112S308,RIFLE CVA SCOUT TD XP SS BLACK-BLACK 308,"DIKAR, S. COOP",,,SX112S308,CSX112S-308
X112S300B,RIFLE CVA SCOUT TD XP SS-BLACK-BLACK 300 AAC,,,,CSX112-300B,CSX112S-300B
CSS113243,RIFLE CVA SCOUT TD-BLUED-STEALTH GREY 243,"DIKAR, S. COOP",,,CSS113-243,CSS113-243
CSS113308,RIFLE CVA SCOUT TD-BLUED-STEALTH GREY 308,"DIKAR, S. COOP",,,CSS113-308,CSS113-308
CSS123222,"RIFLE CVA SCOUT TD-THUMBOLE-BLUE BLACK 222 20"";1""",,,,CSS123-222,
00CZ60417,RIFLE CZ 457 SYNTHETIC 17 HMR,"SPORT JADG, SL",,,CZ60417,CZ60417
CZ802762,RIFLE CZ 600 TRAIL 7.62X39,"SPORT JADG, SL",,,CZ802762,
910600PXE,RIFLE EXPRESS CHAPUIS S12 8X57 JRS,"BERETTA BENELLI IBERICA, SA",,,910600PXE,CHAEXP006019
REF067538,RIFLE FRANCHI HORIZON 30-06,"BERETTA BENELLI IBERICA, SA",,,REF067538,FRARIF067538
RIF067539,RIFLE FRANCHI HORIZON 308 56,"BERETTA BENELLI IBERICA, SA",,,FRARIF067539,FRARIF067539
RIF067537,RIFLE FRANCHI HORIZON BLACK SYNTHETIC 270 56,"BERETTA BENELLI IBERICA, SA",,,FRARIF067537,FRARIF067537
RIF067546,RIFLE FRANCHI HORIZON STRATA 270 W,"BERETTA BENELLI IBERICA, SA",,,FRARIF067546,FRARIF067546
HBASLB65C,RIFLE HOWA 1500 SUPERLITE BLUE 20 6.5 CREED,"BCN OUTDOOR, SL",,,HBASLB65C,HBASLB65CR
HBASLB308,RIFLE HOWA 1500 SUPERLITE BLUED 308,"BCN OUTDOOR, SL",,,HBASLB308,HBASLB308
00HBAB65C,RIFLE HOWA M1500 CARBON STALKER 6.5 CREED 56,"BCN OUTDOOR, SL",,,HBAB65C-12-28UNEF,HBAB65C-12-28UNEF
2800810,RIFLE MARLIN 1895 DARK 45-70GOVT,"BORCHERS, SA",,,2800810,
70478,RIFLE MARLIN 1895 SBL 45-70 GOVT,"BORCHERS, SA",,,70478,70478
2800820,RIFLE MARLIN 1895 SBL 45-70 GOVT ROSCA,"BORCHERS, SA",,,2800820,2800820
80120031,RIFLE MAUSER 25 EXTREME 6.5CREED,"BLASER OUTDOOR GROUP, SL",,,80120031,
80118769,RIFLE MAUSER M18 EXTREME 30-06 51,"BLASER OUTDOOR GROUP, SL",,,80118769,80118769
80117187,RIFLE MAUSER M18 II 270,"BLASER OUTDOOR GROUP, SL",,,80117187,80117187
80117192,RIFLE MAUSER M18 II 300 62,"BLASER OUTDOOR GROUP, SL",,,80117192,80117192
80117185,RIFLE MAUSER M18 II 308,"BLASER OUTDOOR GROUP, SL",,,80117185,80117185
80117025,RIFLE MAUSER M18 II NEGRO 30-06,"BLASER OUTDOOR GROUP, SL",,,80117025,
80116379,RIFLE MAUSER M18 PURE 300,"BLASER OUTDOOR GROUP, SL",,,80116379,
805009950,RIFLE MAUSER M18 PURE BOLT 30-06 51,"BLASER OUTDOOR GROUP, SL",,,80500995,80500995
80116399,RIFLE MAUSER M18 PURE MAX 300 62,"BLASER OUTDOOR GROUP, SL",,,80116399,80116399
80117191,RIFLE MAUSER M18 STD VERDE 300 62,"BLASER OUTDOOR GROUP, SL",,,80117191,80117191
80117189,"RIFLE MAUSER M18 STD VERDE 8,5X55 BLASER","BLASER OUTDOOR GROUP, SL",,,80117189,80117189
80115312,RIFLE MAUSER M18 WALDJAGD 8.5X55,"BLASER OUTDOOR GROUP, SL",,,80115312,
80500995,RIFLE MAUSER M18 WALDJAGD 8.5x55 BLASER,"BLASER OUTDOOR GROUP, SL",,,80500995,
80119051,RIFLE MAUSER M25 EXTREME 300 62,"BLASER OUTDOOR GROUP, SL",,,80119051,80119051
80119690,RIFLE MAUSER M25 EXTREME 300 62MM,"BLASER OUTDOOR GROUP, SL",,,80119690,80119690
80119054,RIFLE MAUSER M25 EXTREME 308 51,"BLASER OUTDOOR GROUP, SL",,,80119054,80119054
80119437,RIFLE MAUSER M25 EXTREME 308 51 ZURDO,"BLASER OUTDOOR GROUP, SL",,,80119437,80119437
80119675,RIFLE MAUSER M25 EXTREME 308 56,"BLASER OUTDOOR GROUP, SL",,,80119675,80119675
80119682,RIFLE MAUSER M25 EXTREME 7mm 62,"BLASER OUTDOOR GROUP, SL",,,80119682,80119682
80119052,RIFLE MAUSER M25 MAX 300 62,"BLASER OUTDOOR GROUP, SL",,,80119052,80119052
80119676,RIFLE MAUSER M25 MAX 308 56,"BLASER OUTDOOR GROUP, SL",,,80119676,80119676
80119672,RIFLE MAUSER M25 MAX 51 30-06,"BLASER OUTDOOR GROUP, SL",,,80119672,
80119684,RIFLE MAUSER M25 MAX 7mm 62,"BLASER OUTDOOR GROUP, SL",,,80119684,80119684
80119910,RIFLE MAUSER M25 PURE 30-06,"BLASER OUTDOOR GROUP, SL",,,80119910,80119910
80119053,RIFLE MAUSER M25 PURE 300 62,"BLASER OUTDOOR GROUP, SL",,,80119053,80119053
80119677,RIFLE MAUSER M25 PURE 308,"BLASER OUTDOOR GROUP, SL",,,80119677,80119677
80119685,RIFLE MAUSER M25 PURE 7MM 62,"BLASER OUTDOOR GROUP, SL",,,80119685,80119685
1250106RB,RIFLE MERKEL HELIX EXPLORER RB 30-06,"ARDESA, SA",,,043-1250106-RB,043-1250106-RB
433032006,RIFLE MERKEL K5 EXTREME BLACK CAL 308,"ARDESA, SA",,,043-3032006,043-3032006
30320010,RIFLE MERKEL K5 XTREME BLACK 270,"ARDESA, SA",,,043-3032003,043-3032003
